IC3392 68
NGC4064 70
NGC4189 42
NGC4192 83
NGC4216 90
NGC4222 90
NGC4254 39
NGC4293 67
NGC4294 74
NGC4298 52
NGC4302 90
NGC4321 32
NGC4330 90
NGC4351 48
NGC4380 61
NGC4383 56
NGC4388 83
NGC4394 32
NGC4396 83
NGC4405 46
NGC4402 80
NGC4419 74
NGC4424 61
NGC4450 51
NGC4457 37
NGC4501 65
NGC4522 82
NGC4535 48
NGC4548 37
NGC4567 49
NGC4568 70
NGC4569 69
NGC4579 40
NGC4580 46
NGC4606 69
NGC4607 90
NGC4654 61
NGC4689 38
NGC4694 62
NGC4698 66
